date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point,safety_stock,stock_status,inventory_risk
2025-11-30,SKU01371,5,0,7,767,250,REORDER REQUIRED,True
2025-12-25,SKU01372,31,0,7,83,40,REORDER REQUIRED,True
2025-12-06,SKU01373,28,0,7,36,17,REORDER REQUIRED,True
2025-12-12,SKU01374,99,0,7,127,44,REORDER REQUIRED,True
2025-12-14,SKU01375,185,0,7,131,59,SUFFICIENT STOCK,True
2025-11-09,SKU01376,154,0,7,83,23,SUFFICIENT STOCK,False
2025-11-28,SKU01377,43,0,7,41,12,SUFFICIENT STOCK,True
2025-12-11,SKU01378,50,0,7,99,23,REORDER REQUIRED,True
2025-11-22,SKU01379,264,0,7,99,41,SUFFICIENT STOCK,False
2025-12-25,SKU01382,259,0,7,159,59,SUFFICIENT STOCK,False
2025-12-27,SKU01383,292,0,7,203,66,SUFFICIENT STOCK,False
2025-12-31,SKU01384,131,0,7,84,30,SUFFICIENT STOCK,False
2025-11-04,SKU01385,67,0,7,50,13,SUFFICIENT STOCK,False
2025-12-03,SKU01386,352,0,7,236,85,SUFFICIENT STOCK,False
2025-12-01,SKU01387,203,0,7,150,56,SUFFICIENT STOCK,True
2025-12-16,SKU01388,10,0,7,27,13,REORDER REQUIRED,True
2025-12-16,SKU01389,474,0,7,326,99,SUFFICIENT STOCK,False
2025-12-20,SKU01390,307,0,7,152,59,SUFFICIENT STOCK,False
2025-12-26,SKU01391,14,0,7,66,22,REORDER REQUIRED,True
2025-11-18,SKU01392,82,0,7,37,16,SUFFICIENT STOCK,False
2025-12-24,SKU01393,257,0,7,149,50,SUFFICIENT STOCK,False
2025-12-16,SKU01394,94,0,7,84,29,SUFFICIENT STOCK,True
2025-12-26,SKU01395,267,0,7,218,76,SUFFICIENT STOCK,True
2025-08-25,SKU01396,5114,0,7,1208,402,SUFFICIENT STOCK,False
2025-11-02,SKU01397,54,0,7,33,12,SUFFICIENT STOCK,False
2025-12-22,SKU01398,175,0,7,320,103,REORDER REQUIRED,True
2025-12-24,SKU01399,224,0,7,134,36,SUFFICIENT STOCK,False
2025-12-29,SKU01401,874,0,7,367,129,SUFFICIENT STOCK,False
2025-12-26,SKU01402,584,0,7,268,88,SUFFICIENT STOCK,False
2025-12-13,SKU01403,202,0,7,181,63,SUFFICIENT STOCK,True
2025-12-29,SKU01404,47,0,7,47,17,REORDER REQUIRED,True
2025-12-30,SKU01405,550,0,7,308,116,SUFFICIENT STOCK,False
2025-12-20,SKU01406,122,0,7,138,42,REORDER REQUIRED,True
2025-11-21,SKU01407,6285,0,7,1460,544,SUFFICIENT STOCK,False
2025-11-14,SKU01411,116,0,7,69,20,SUFFICIENT STOCK,False
2025-11-14,SKU01412,158,0,7,93,21,SUFFICIENT STOCK,False
2025-11-05,SKU01414,27,0,7,1100,370,REORDER REQUIRED,True
2025-12-23,SKU01415,361,0,7,250,79,SUFFICIENT STOCK,False
2025-12-05,SKU01416,213,0,7,175,56,SUFFICIENT STOCK,True
2025-11-27,SKU01417,101,0,7,34,8,SUFFICIENT STOCK,False
2025-11-22,SKU01418,95,0,7,96,29,REORDER REQUIRED,True
2025-11-10,SKU01419,94,0,7,58,14,SUFFICIENT STOCK,False
2025-10-09,SKU01420,0,0,7,1027,377,OUT OF STOCK,True
2025-11-26,SKU01421,23,0,7,27,9,REORDER REQUIRED,True
2025-12-27,SKU01422,167,0,7,217,76,REORDER REQUIRED,True
2025-11-19,SKU01423,5987,0,7,1438,524,SUFFICIENT STOCK,False
2025-11-25,SKU01424,6,0,7,50,12,REORDER REQUIRED,True
2025-12-06,SKU01425,347,0,7,263,102,SUFFICIENT STOCK,True
2025-12-14,SKU01427,22,0,7,75,36,REORDER REQUIRED,True
2025-08-31,SKU01428,7389,0,7,1566,567,SUFFICIENT STOCK,False
2025-11-26,SKU01429,339,0,7,187,52,SUFFICIENT STOCK,False
2025-11-17,SKU01430,238,0,7,112,39,SUFFICIENT STOCK,False
2025-11-14,SKU01431,171,0,7,81,32,SUFFICIENT STOCK,False
2025-08-29,SKU01433,8401,0,7,1892,627,SUFFICIENT STOCK,False
2025-12-27,SKU01434,397,0,7,247,72,SUFFICIENT STOCK,False
2025-12-27,SKU01436,77,0,7,56,17,SUFFICIENT STOCK,False
2025-12-26,SKU01437,370,0,7,212,85,SUFFICIENT STOCK,False
2025-11-14,SKU01438,42,0,7,664,205,REORDER REQUIRED,True
2025-12-13,SKU01439,156,0,7,71,24,SUFFICIENT STOCK,False
2025-12-10,SKU01440,81,0,7,76,26,SUFFICIENT STOCK,True
2025-12-08,SKU01441,82,0,7,79,29,SUFFICIENT STOCK,True
2025-11-23,SKU01442,94,0,7,90,25,SUFFICIENT STOCK,True
2025-11-14,SKU01443,155,0,7,79,29,SUFFICIENT STOCK,False
2025-12-02,SKU01444,415,0,7,204,75,SUFFICIENT STOCK,False
2025-12-29,SKU01445,325,0,7,161,58,SUFFICIENT STOCK,False
2025-12-24,SKU01446,143,0,7,212,61,REORDER REQUIRED,True
2025-12-06,SKU01450,91,0,7,123,50,REORDER REQUIRED,True
2025-11-26,SKU01451,271,0,7,161,51,SUFFICIENT STOCK,False
2025-12-10,SKU01452,115,0,7,72,27,SUFFICIENT STOCK,False
2025-12-03,SKU01453,355,0,7,151,65,SUFFICIENT STOCK,False
2025-12-26,SKU01454,136,0,7,104,35,SUFFICIENT STOCK,True
2025-12-31,SKU01455,423,0,7,382,110,SUFFICIENT STOCK,True
2025-12-28,SKU01456,404,0,7,302,94,SUFFICIENT STOCK,False
2025-11-28,SKU01457,67,0,7,127,56,REORDER REQUIRED,True
2025-12-05,SKU01458,212,0,7,85,39,SUFFICIENT STOCK,False
2025-12-14,SKU01459,337,0,7,187,60,SUFFICIENT STOCK,False
2025-12-28,SKU01460,571,0,7,220,62,SUFFICIENT STOCK,False
2025-11-24,SKU01461,123,0,7,139,55,REORDER REQUIRED,True
2025-11-24,SKU01462,168,0,7,85,35,SUFFICIENT STOCK,False
2025-11-30,SKU01463,151,0,7,54,27,SUFFICIENT STOCK,False
2025-11-28,SKU01464,52,0,7,55,19,REORDER REQUIRED,True
2025-11-29,SKU01465,233,0,7,128,49,SUFFICIENT STOCK,False
2025-10-06,SKU01466,0,0,7,966,341,OUT OF STOCK,True
2025-12-16,SKU01467,205,0,7,117,49,SUFFICIENT STOCK,False
2025-12-21,SKU01468,490,0,7,334,125,SUFFICIENT STOCK,False
2025-12-09,SKU01469,380,0,7,190,80,SUFFICIENT STOCK,False
2025-12-09,SKU01470,274,0,7,134,47,SUFFICIENT STOCK,False
2025-11-24,SKU01471,373,0,7,155,46,SUFFICIENT STOCK,False
2025-12-30,SKU01472,611,0,7,277,104,SUFFICIENT STOCK,False
2025-12-25,SKU01473,176,0,7,125,38,SUFFICIENT STOCK,False
2025-11-19,SKU01476,121,0,7,43,21,SUFFICIENT STOCK,False
2025-12-23,SKU01477,68,0,7,40,11,SUFFICIENT STOCK,False
2025-12-29,SKU01479,330,0,7,239,80,SUFFICIENT STOCK,False
2025-12-13,SKU01480,48,0,7,60,29,REORDER REQUIRED,True
2025-12-14,SKU01481,273,0,7,239,86,SUFFICIENT STOCK,True
2025-12-29,SKU01483,297,0,7,150,47,SUFFICIENT STOCK,False
2025-12-25,SKU01484,6,0,7,100,41,REORDER REQUIRED,True
2025-12-18,SKU01485,208,0,7,716,243,REORDER REQUIRED,True
2025-11-27,SKU01486,164,0,7,136,49,SUFFICIENT STOCK,True
2025-12-09,SKU01487,76,0,7,47,20,SUFFICIENT STOCK,False
2025-12-18,SKU01488,127,0,7,49,16,SUFFICIENT STOCK,False
2025-11-14,SKU01489,56,0,7,74,16,REORDER REQUIRED,True
2025-12-18,SKU01490,211,0,7,74,30,SUFFICIENT STOCK,False
2025-11-09,SKU01491,137,0,7,81,18,SUFFICIENT STOCK,False
2025-12-18,SKU01492,504,0,7,281,81,SUFFICIENT STOCK,False
2025-12-07,SKU01493,185,0,7,208,64,REORDER REQUIRED,True
2025-12-28,SKU01494,623,0,7,394,146,SUFFICIENT STOCK,False
2025-09-02,SKU01495,6202,0,7,1397,473,SUFFICIENT STOCK,False
2025-12-09,SKU01496,281,0,7,98,38,SUFFICIENT STOCK,False
2025-12-26,SKU01498,196,0,7,124,35,SUFFICIENT STOCK,False
2025-12-17,SKU01499,0,0,7,43,9,OUT OF STOCK,True
2025-11-12,SKU01500,102,0,7,48,21,SUFFICIENT STOCK,False
2025-12-07,SKU01501,164,0,7,83,33,SUFFICIENT STOCK,False
2025-12-30,SKU01502,352,0,7,148,46,SUFFICIENT STOCK,False
2025-11-28,SKU01503,61,0,7,96,45,REORDER REQUIRED,True
2025-11-16,SKU01504,22,0,7,51,20,REORDER REQUIRED,True
2025-11-30,SKU01505,237,0,7,80,39,SUFFICIENT STOCK,False
2025-12-14,SKU01506,254,0,7,248,92,SUFFICIENT STOCK,True
2025-11-24,SKU01507,108,0,7,1196,411,REORDER REQUIRED,True
2025-12-06,SKU01508,167,0,7,95,26,SUFFICIENT STOCK,False
2025-12-02,SKU01509,168,0,7,86,25,SUFFICIENT STOCK,False
2025-12-06,SKU01510,67,0,7,38,15,SUFFICIENT STOCK,False
2025-12-26,SKU01512,395,0,7,234,97,SUFFICIENT STOCK,False
2025-12-28,SKU01513,96,0,7,223,96,REORDER REQUIRED,True
2025-12-17,SKU01514,509,0,7,257,91,SUFFICIENT STOCK,False
2025-12-14,SKU01515,237,0,7,183,64,SUFFICIENT STOCK,True
2025-12-19,SKU01516,386,0,7,247,65,SUFFICIENT STOCK,False
2025-12-11,SKU01517,110,0,7,140,47,REORDER REQUIRED,True
2025-12-14,SKU01518,575,0,7,357,103,SUFFICIENT STOCK,False
2025-12-23,SKU01519,536,0,7,347,110,SUFFICIENT STOCK,False
2025-12-16,SKU01520,277,0,7,231,69,SUFFICIENT STOCK,True
2025-12-16,SKU01521,210,0,7,196,61,SUFFICIENT STOCK,True
2025-12-23,SKU01523,254,0,7,111,36,SUFFICIENT STOCK,False
2025-12-28,SKU01524,188,0,7,127,47,SUFFICIENT STOCK,False
2025-12-25,SKU01525,40,0,7,27,12,SUFFICIENT STOCK,False
2025-11-07,SKU01526,299,0,7,138,38,SUFFICIENT STOCK,False
2025-11-19,SKU01528,105,0,7,70,31,SUFFICIENT STOCK,False
2025-12-11,SKU01529,349,0,7,224,82,SUFFICIENT STOCK,False
2025-12-16,SKU01530,91,0,7,53,12,SUFFICIENT STOCK,False
2025-12-09,SKU01531,92,0,7,92,43,REORDER REQUIRED,True
2025-11-17,SKU01532,28,0,7,24,7,SUFFICIENT STOCK,True
2025-12-12,SKU01533,185,0,7,244,87,REORDER REQUIRED,True
2025-12-29,SKU01534,495,0,7,172,45,SUFFICIENT STOCK,False
2025-12-08,SKU01535,154,0,7,81,35,SUFFICIENT STOCK,False
2025-12-17,SKU01536,257,0,7,145,51,SUFFICIENT STOCK,False
2025-12-06,SKU01537,13,0,7,61,29,REORDER REQUIRED,True
2025-12-05,SKU01538,6749,0,7,1632,574,SUFFICIENT STOCK,False
2025-12-17,SKU01539,130,0,7,122,47,SUFFICIENT STOCK,True
2025-11-16,SKU01540,201,0,7,108,27,SUFFICIENT STOCK,False
2025-08-24,SKU01542,7538,0,7,1526,514,SUFFICIENT STOCK,False
2025-12-31,SKU01543,360,0,7,248,83,SUFFICIENT STOCK,False
2025-12-19,SKU01544,64,0,7,42,15,SUFFICIENT STOCK,False
2025-12-12,SKU01545,409,0,7,201,72,SUFFICIENT STOCK,False
2025-12-27,SKU01546,35,0,7,126,40,REORDER REQUIRED,True
2025-12-31,SKU01547,225,0,7,984,314,REORDER REQUIRED,True
2025-12-28,SKU01548,106,0,7,131,41,REORDER REQUIRED,True
2025-12-17,SKU01549,317,0,7,231,74,SUFFICIENT STOCK,False
2025-12-30,SKU01550,394,0,7,191,51,SUFFICIENT STOCK,False
2025-12-20,SKU01551,275,0,7,141,49,SUFFICIENT STOCK,False
2025-12-02,SKU01552,140,0,7,184,65,REORDER REQUIRED,True
2025-12-27,SKU01553,82,0,7,85,22,REORDER REQUIRED,True
2025-12-23,SKU01554,443,0,7,279,109,SUFFICIENT STOCK,False
2025-11-01,SKU01555,11,0,7,41,19,REORDER REQUIRED,True
2025-12-22,SKU01557,46,0,7,69,24,REORDER REQUIRED,True
2025-12-29,SKU01558,279,0,7,220,78,SUFFICIENT STOCK,True
2025-11-03,SKU01560,64,0,7,33,10,SUFFICIENT STOCK,False
2025-12-30,SKU01561,189,0,7,165,68,SUFFICIENT STOCK,True
2025-12-16,SKU01562,81,0,7,95,23,REORDER REQUIRED,True
2025-12-30,SKU01564,30,0,7,119,27,REORDER REQUIRED,True
2025-12-02,SKU01565,37,0,7,52,14,REORDER REQUIRED,True
2025-11-27,SKU01567,30,0,7,139,37,REORDER REQUIRED,True
2025-08-23,SKU01568,6596,0,7,1507,466,SUFFICIENT STOCK,False
2025-11-13,SKU01569,41,0,7,39,18,SUFFICIENT STOCK,True
2025-12-07,SKU01570,395,0,7,202,92,SUFFICIENT STOCK,False
2025-12-27,SKU01571,160,0,7,83,34,SUFFICIENT STOCK,False
2025-11-26,SKU01572,199,0,7,69,14,SUFFICIENT STOCK,False
2025-12-07,SKU01573,280,0,7,242,79,SUFFICIENT STOCK,True
2025-11-17,SKU01575,254,0,7,226,77,SUFFICIENT STOCK,True
2025-12-30,SKU01576,25,0,7,97,47,REORDER REQUIRED,True
2025-12-29,SKU01577,35,0,7,88,24,REORDER REQUIRED,True
2025-10-08,SKU01578,0,0,7,1223,414,OUT OF STOCK,True
2025-12-17,SKU01579,52,0,7,106,33,REORDER REQUIRED,True
2025-08-29,SKU01580,5140,0,7,1130,429,SUFFICIENT STOCK,False
2025-12-30,SKU01581,212,0,7,121,41,SUFFICIENT STOCK,False
2025-12-26,SKU01582,427,0,7,201,65,SUFFICIENT STOCK,False
2025-12-10,SKU01584,0,0,7,23,6,OUT OF STOCK,True
2025-12-07,SKU01585,261,0,7,135,43,SUFFICIENT STOCK,False
2025-12-24,SKU01586,187,0,7,74,26,SUFFICIENT STOCK,False
2025-12-23,SKU01587,266,0,7,133,42,SUFFICIENT STOCK,False
2025-12-20,SKU01589,462,0,7,257,90,SUFFICIENT STOCK,False
2025-12-21,SKU01590,438,0,7,399,129,SUFFICIENT STOCK,True
2025-12-25,SKU01591,75,0,7,79,26,REORDER REQUIRED,True
2025-08-18,SKU01592,4157,0,7,969,352,SUFFICIENT STOCK,False
2025-11-22,SKU01593,230,0,7,81,27,SUFFICIENT STOCK,False
2025-12-20,SKU01595,510,0,7,255,93,SUFFICIENT STOCK,False
2025-11-30,SKU01596,311,0,7,254,102,SUFFICIENT STOCK,True
2025-11-02,SKU01597,49,0,7,34,10,SUFFICIENT STOCK,False
2025-12-17,SKU01599,426,0,7,218,64,SUFFICIENT STOCK,False
2025-12-15,SKU01600,273,0,7,150,52,SUFFICIENT STOCK,False
2025-12-09,SKU01601,127,0,7,81,39,SUFFICIENT STOCK,False
2025-12-14,SKU01602,493,0,7,304,83,SUFFICIENT STOCK,False
2025-11-22,SKU01604,87,0,7,75,24,SUFFICIENT STOCK,True
2025-09-01,SKU01605,7934,0,7,1806,648,SUFFICIENT STOCK,False
2025-12-24,SKU01606,376,0,7,289,114,SUFFICIENT STOCK,True
2025-11-27,SKU01607,113,0,7,72,27,SUFFICIENT STOCK,False
2025-11-27,SKU01608,416,0,7,226,79,SUFFICIENT STOCK,False
2025-11-23,SKU01609,512,0,7,269,94,SUFFICIENT STOCK,False
2025-11-29,SKU01610,264,0,7,120,28,SUFFICIENT STOCK,False
2025-11-18,SKU01611,376,0,7,158,41,SUFFICIENT STOCK,False
2025-12-23,SKU01612,52,0,7,36,13,SUFFICIENT STOCK,False
2025-12-19,SKU01613,83,0,7,161,58,REORDER REQUIRED,True
2025-12-29,SKU01614,107,0,7,40,15,SUFFICIENT STOCK,False
2025-11-21,SKU01615,5,0,7,58,25,REORDER REQUIRED,True
2025-12-21,SKU01616,102,0,7,54,22,SUFFICIENT STOCK,False
2025-12-05,SKU01617,194,0,7,264,90,REORDER REQUIRED,True
2025-12-09,SKU01618,233,0,7,82,23,SUFFICIENT STOCK,False
2025-12-26,SKU01619,315,0,7,239,73,SUFFICIENT STOCK,False
2025-12-09,SKU01620,132,0,7,94,24,SUFFICIENT STOCK,False
2025-11-17,SKU01621,356,0,7,227,71,SUFFICIENT STOCK,False
2025-12-18,SKU01623,335,0,7,122,44,SUFFICIENT STOCK,False
2025-12-07,SKU01624,335,0,7,187,62,SUFFICIENT STOCK,False
2025-12-26,SKU01625,209,0,7,81,32,SUFFICIENT STOCK,False
2025-12-20,SKU01626,158,0,7,96,40,SUFFICIENT STOCK,False
2025-12-16,SKU01627,5,0,7,23,5,REORDER REQUIRED,True
2025-12-30,SKU01628,179,0,7,142,48,SUFFICIENT STOCK,True
2025-12-14,SKU01629,686,0,7,305,106,SUFFICIENT STOCK,False
2025-12-05,SKU01630,107,0,7,112,54,REORDER REQUIRED,True
2025-12-09,SKU01631,236,0,7,111,40,SUFFICIENT STOCK,False
2025-12-28,SKU01632,199,0,7,213,79,REORDER REQUIRED,True
2025-11-13,SKU01633,301,0,7,199,74,SUFFICIENT STOCK,False
2025-12-09,SKU01634,313,0,7,129,34,SUFFICIENT STOCK,False
2025-12-16,SKU01635,151,0,7,112,43,SUFFICIENT STOCK,True
2025-12-21,SKU01636,77,0,7,87,23,REORDER REQUIRED,True
2025-12-28,SKU01637,329,0,7,235,95,SUFFICIENT STOCK,True
2025-11-14,SKU01638,279,0,7,111,28,SUFFICIENT STOCK,False
2025-12-15,SKU01639,427,0,7,185,55,SUFFICIENT STOCK,False
2025-11-27,SKU01640,81,0,7,31,10,SUFFICIENT STOCK,False
2025-11-20,SKU01641,41,0,7,22,8,SUFFICIENT STOCK,False
2025-12-17,SKU01642,163,0,7,185,75,REORDER REQUIRED,True
2025-11-07,SKU01643,5104,0,7,1298,469,SUFFICIENT STOCK,False
2025-11-22,SKU01644,408,0,7,212,65,SUFFICIENT STOCK,False
2025-08-31,SKU01645,4937,0,7,1010,332,SUFFICIENT STOCK,False
2025-11-21,SKU01646,450,0,7,274,96,SUFFICIENT STOCK,False
2025-12-01,SKU01647,280,0,7,112,50,SUFFICIENT STOCK,False
2025-12-21,SKU01648,198,0,7,81,28,SUFFICIENT STOCK,False
2025-08-28,SKU01649,6407,0,7,1369,489,SUFFICIENT STOCK,False
2025-12-30,SKU01650,525,0,7,284,103,SUFFICIENT STOCK,False
2025-08-31,SKU01651,5345,0,7,1166,374,SUFFICIENT STOCK,False
2025-12-02,SKU01652,47,0,7,102,42,REORDER REQUIRED,True
2025-12-12,SKU01653,167,0,7,80,33,SUFFICIENT STOCK,False
2025-12-21,SKU01655,135,0,7,76,17,SUFFICIENT STOCK,False
2025-12-03,SKU01656,61,0,7,50,15,SUFFICIENT STOCK,True
2025-11-19,SKU01657,282,0,7,173,53,SUFFICIENT STOCK,False
2025-12-31,SKU01659,393,0,7,234,69,SUFFICIENT STOCK,False
2025-12-19,SKU01660,228,0,7,163,50,SUFFICIENT STOCK,False
2025-10-10,SKU01662,0,0,7,771,233,OUT OF STOCK,True
2025-12-07,SKU01663,70,0,7,95,38,REORDER REQUIRED,True
2025-12-15,SKU01665,186,0,7,140,55,SUFFICIENT STOCK,True
2025-11-28,SKU01666,242,0,7,121,47,SUFFICIENT STOCK,False
2025-12-21,SKU01667,600,0,7,257,71,SUFFICIENT STOCK,False
2025-12-29,SKU01668,182,0,7,237,80,REORDER REQUIRED,True
2025-12-14,SKU01669,225,0,7,122,41,SUFFICIENT STOCK,False
2025-11-19,SKU01670,110,0,7,97,27,SUFFICIENT STOCK,True
2025-12-26,SKU01671,255,0,7,219,92,SUFFICIENT STOCK,True
2025-12-06,SKU01672,351,0,7,172,69,SUFFICIENT STOCK,False
2025-12-01,SKU01673,85,0,7,53,19,SUFFICIENT STOCK,False
2025-08-23,SKU01674,6236,0,7,1375,462,SUFFICIENT STOCK,False
2025-11-30,SKU01675,4370,0,7,1030,345,SUFFICIENT STOCK,False
2025-11-03,SKU01676,87,0,7,40,8,SUFFICIENT STOCK,False
2025-12-24,SKU01677,189,0,7,947,336,REORDER REQUIRED,True
2025-11-24,SKU01678,114,0,7,72,19,SUFFICIENT STOCK,False
2025-11-15,SKU01679,279,0,7,166,65,SUFFICIENT STOCK,False
2025-12-20,SKU01681,76,0,7,158,54,REORDER REQUIRED,True
2025-12-05,SKU01682,336,0,7,235,72,SUFFICIENT STOCK,False
2025-12-25,SKU01683,249,0,7,85,34,SUFFICIENT STOCK,False
2025-12-30,SKU01684,3976,0,7,925,329,SUFFICIENT STOCK,False
2025-12-16,SKU01685,217,0,7,724,267,REORDER REQUIRED,True
2025-12-21,SKU01686,38,0,7,41,13,REORDER REQUIRED,True
2025-12-21,SKU01687,554,0,7,242,99,SUFFICIENT STOCK,False
2025-12-30,SKU01688,17,0,7,54,16,REORDER REQUIRED,True
2025-12-22,SKU01689,422,0,7,241,102,SUFFICIENT STOCK,False
2025-12-20,SKU01690,187,0,7,112,30,SUFFICIENT STOCK,False
2025-11-21,SKU01691,240,0,7,116,37,SUFFICIENT STOCK,False
2025-11-29,SKU01692,82,0,7,63,19,SUFFICIENT STOCK,False
2025-11-29,SKU01693,361,0,7,204,55,SUFFICIENT STOCK,False
2025-11-27,SKU01694,209,0,7,81,18,SUFFICIENT STOCK,False
2025-12-29,SKU01695,318,0,7,287,107,SUFFICIENT STOCK,True
2025-08-27,SKU01696,7948,0,7,1848,649,SUFFICIENT STOCK,False
2025-12-24,SKU01697,185,0,7,110,34,SUFFICIENT STOCK,False
2025-11-30,SKU01698,83,0,7,120,29,REORDER REQUIRED,True
2025-12-26,SKU01699,162,0,7,174,61,REORDER REQUIRED,True
2025-12-19,SKU01700,92,0,7,63,29,SUFFICIENT STOCK,False
2025-12-29,SKU01701,132,0,7,131,57,SUFFICIENT STOCK,True
2025-11-13,SKU01702,202,0,7,196,81,SUFFICIENT STOCK,True
2025-12-15,SKU01704,465,0,7,186,66,SUFFICIENT STOCK,False
2025-12-11,SKU01705,89,0,7,94,23,REORDER REQUIRED,True
2025-12-24,SKU01706,156,0,7,73,29,SUFFICIENT STOCK,False
2025-11-26,SKU01707,71,0,7,25,12,SUFFICIENT STOCK,False
2025-12-24,SKU01708,376,0,7,172,71,SUFFICIENT STOCK,False
2025-12-31,SKU01710,56,0,7,22,10,SUFFICIENT STOCK,False
2025-12-21,SKU01712,329,0,7,187,66,SUFFICIENT STOCK,False
2025-12-28,SKU01713,168,0,7,166,42,SUFFICIENT STOCK,True
2025-12-15,SKU01714,99,0,7,119,34,REORDER REQUIRED,True
2025-12-23,SKU01715,333,0,7,186,75,SUFFICIENT STOCK,False
2025-12-29,SKU01716,349,0,7,203,70,SUFFICIENT STOCK,False
2025-08-31,SKU01717,5126,0,7,1161,429,SUFFICIENT STOCK,False
2025-12-28,SKU01718,67,0,7,144,45,REORDER REQUIRED,True
2025-11-23,SKU01719,287,0,7,97,33,SUFFICIENT STOCK,False
2025-12-20,SKU01720,188,0,7,127,42,SUFFICIENT STOCK,False
2025-11-21,SKU01721,82,0,7,87,28,REORDER REQUIRED,True
2025-11-01,SKU01722,72,0,7,25,8,SUFFICIENT STOCK,False
2025-11-24,SKU01723,254,0,7,107,38,SUFFICIENT STOCK,False
2025-11-17,SKU01724,91,0,7,34,10,SUFFICIENT STOCK,False
2025-12-29,SKU01725,148,0,7,147,46,SUFFICIENT STOCK,True
2025-12-20,SKU01726,151,0,7,68,26,SUFFICIENT STOCK,False
2025-11-09,SKU01727,132,0,7,64,19,SUFFICIENT STOCK,False
2025-12-16,SKU01728,91,0,7,101,35,REORDER REQUIRED,True
2025-11-28,SKU01729,486,0,7,227,87,SUFFICIENT STOCK,False
2025-11-12,SKU01730,131,0,7,88,27,SUFFICIENT STOCK,False
2025-11-17,SKU01731,102,0,7,50,24,SUFFICIENT STOCK,False
2025-12-23,SKU01732,216,0,7,196,68,SUFFICIENT STOCK,True
2025-12-02,SKU01733,149,0,7,118,43,SUFFICIENT STOCK,True
2025-12-18,SKU01734,462,0,7,221,91,SUFFICIENT STOCK,False
2025-12-15,SKU01735,331,0,7,129,47,SUFFICIENT STOCK,False
2025-11-12,SKU01736,6,0,7,97,39,REORDER REQUIRED,True
2025-12-14,SKU01738,96,0,7,64,24,SUFFICIENT STOCK,False
2025-12-04,SKU01739,158,0,7,99,49,SUFFICIENT STOCK,False
2025-12-15,SKU01740,146,0,7,109,45,SUFFICIENT STOCK,True
2025-12-17,SKU01741,220,0,7,128,58,SUFFICIENT STOCK,False
2025-12-22,SKU01742,128,0,7,87,32,SUFFICIENT STOCK,False
2025-12-01,SKU01743,221,0,7,84,23,SUFFICIENT STOCK,False
2025-12-23,SKU01744,152,0,7,91,24,SUFFICIENT STOCK,False
2025-11-30,SKU01745,183,0,7,176,69,SUFFICIENT STOCK,True
2025-12-30,SKU01746,369,0,7,185,47,SUFFICIENT STOCK,False
2025-11-26,SKU01747,262,0,7,144,52,SUFFICIENT STOCK,False
2025-12-23,SKU01748,361,0,7,184,61,SUFFICIENT STOCK,False
2025-11-10,SKU01750,115,0,7,56,17,SUFFICIENT STOCK,False
2025-11-20,SKU01751,170,0,7,1142,377,REORDER REQUIRED,True
2025-12-25,SKU01752,107,0,7,184,66,REORDER REQUIRED,True
2025-12-21,SKU01753,96,0,7,40,11,SUFFICIENT STOCK,False
2025-08-29,SKU01754,7485,0,7,1574,568,SUFFICIENT STOCK,False
2025-11-23,SKU01755,187,0,7,98,37,SUFFICIENT STOCK,False
2025-12-24,SKU01756,872,0,7,408,159,SUFFICIENT STOCK,False
2025-12-13,SKU01757,226,0,7,218,69,SUFFICIENT STOCK,True
2025-11-06,SKU01758,112,0,7,65,30,SUFFICIENT STOCK,False
2025-12-05,SKU01759,1,0,7,31,6,REORDER REQUIRED,True
2025-12-03,SKU01760,117,0,7,119,46,REORDER REQUIRED,True
2025-12-04,SKU01761,67,0,7,99,40,REORDER REQUIRED,True
2025-08-27,SKU01762,3637,0,7,867,326,SUFFICIENT STOCK,False
2025-11-16,SKU01764,322,0,7,114,47,SUFFICIENT STOCK,False
2025-08-24,SKU01766,7095,0,7,1651,598,SUFFICIENT STOCK,False
2025-12-16,SKU01767,109,0,7,60,12,SUFFICIENT STOCK,False
2025-12-05,SKU01768,157,0,7,75,24,SUFFICIENT STOCK,False
2025-11-29,SKU01769,246,0,7,107,50,SUFFICIENT STOCK,False
2025-12-06,SKU01770,4354,0,7,1046,343,SUFFICIENT STOCK,False
2025-12-17,SKU01771,91,0,7,90,27,SUFFICIENT STOCK,True
2025-12-25,SKU01772,266,0,7,136,55,SUFFICIENT STOCK,False
2025-11-24,SKU01773,39,0,7,85,37,REORDER REQUIRED,True
2025-12-17,SKU01774,240,0,7,144,45,SUFFICIENT STOCK,False
2025-12-28,SKU01775,397,0,7,924,340,REORDER REQUIRED,True
2025-12-24,SKU01776,362,0,7,152,60,SUFFICIENT STOCK,False
2025-12-27,SKU01777,175,0,7,196,69,REORDER REQUIRED,True
2025-11-17,SKU01778,201,0,7,133,45,SUFFICIENT STOCK,False
2025-11-25,SKU01779,216,0,7,73,18,SUFFICIENT STOCK,False
2025-12-15,SKU01781,82,0,7,102,29,REORDER REQUIRED,True
2025-11-18,SKU01782,169,0,7,99,25,SUFFICIENT STOCK,False
2025-11-25,SKU01783,143,0,7,115,52,SUFFICIENT STOCK,True
2025-10-11,SKU01784,0,0,7,600,211,OUT OF STOCK,True
2025-11-08,SKU01785,87,0,7,90,20,REORDER REQUIRED,True
2025-12-19,SKU01786,160,0,7,232,97,REORDER REQUIRED,True
